"Statistic Label","Quarter","State","UNIT","VALUE"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2021Q2","State","Euro Million","-28896"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2021Q3","State","Euro Million","-29654"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2021Q4","State","Euro Million","-24061"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2022Q1","State","Euro Million","-33299"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2022Q2","State","Euro Million","-33132"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2022Q3","State","Euro Million","-41168"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2022Q4","State","Euro Million","-31602"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2023Q1","State","Euro Million","-35886"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2023Q2","State","Euro Million","-27453"
"GNP at Constant Market Prices (Seasonally Adjusted)","1995Q1","State","Euro Million","22718"
"GNP at Constant Market Prices (Seasonally Adjusted)","1995Q2","State","Euro Million","23034"
"GNP at Constant Market Prices (Seasonally Adjusted)","1995Q3","State","Euro Million","23303"
"GNP at Constant Market Prices (Seasonally Adjusted)","1995Q4","State","Euro Million","23495"
"GNP at Constant Market Prices (Seasonally Adjusted)","1996Q1","State","Euro Million","24407"
"GNP at Constant Market Prices (Seasonally Adjusted)","1996Q2","State","Euro Million","24788"
"GNP at Constant Market Prices (Seasonally Adjusted)","1996Q3","State","Euro Million","24762"
"GNP at Constant Market Prices (Seasonally Adjusted)","1996Q4","State","Euro Million","24873"
"GNP at Constant Market Prices (Seasonally Adjusted)","1997Q1","State","Euro Million","25789"
"GNP at Constant Market Prices (Seasonally Adjusted)","1997Q2","State","Euro Million","26860"
"GNP at Constant Market Prices (Seasonally Adjusted)","1997Q3","State","Euro Million","27724"
"GNP at Constant Market Prices (Seasonally Adjusted)","1997Q4","State","Euro Million","27926"
"GNP at Constant Market Prices (Seasonally Adjusted)","1998Q1","State","Euro Million","28793"
"GNP at Constant Market Prices (Seasonally Adjusted)","1998Q2","State","Euro Million","28984"
"GNP at Constant Market Prices (Seasonally Adjusted)","1998Q3","State","Euro Million","29888"
"GNP at Constant Market Prices (Seasonally Adjusted)","1998Q4","State","Euro Million","29481"
"GNP at Constant Market Prices (Seasonally Adjusted)","1999Q1","State","Euro Million","31328"
"GNP at Constant Market Prices (Seasonally Adjusted)","1999Q2","State","Euro Million","31135"
"GNP at Constant Market Prices (Seasonally Adjusted)","1999Q3","State","Euro Million","31750"
"GNP at Constant Market Prices (Seasonally Adjusted)","1999Q4","State","Euro Million","32659"
"GNP at Constant Market Prices (Seasonally Adjusted)","2000Q1","State","Euro Million","33309"
"GNP at Constant Market Prices (Seasonally Adjusted)","2000Q2","State","Euro Million","34752"
"GNP at Constant Market Prices (Seasonally Adjusted)","2000Q3","State","Euro Million","34618"
"GNP at Constant Market Prices (Seasonally Adjusted)","2000Q4","State","Euro Million","34569"
"GNP at Constant Market Prices (Seasonally Adjusted)","2001Q1","State","Euro Million","35360"
"GNP at Constant Market Prices (Seasonally Adjusted)","2001Q2","State","Euro Million","35439"
"GNP at Constant Market Prices (Seasonally Adjusted)","2001Q3","State","Euro Million","35096"
"GNP at Constant Market Prices (Seasonally Adjusted)","2001Q4","State","Euro Million","35818"
"GNP at Constant Market Prices (Seasonally Adjusted)","2002Q1","State","Euro Million","35466"
"GNP at Constant Market Prices (Seasonally Adjusted)","2002Q2","State","Euro Million","36323"
"GNP at Constant Market Prices (Seasonally Adjusted)","2002Q3","State","Euro Million","36890"
"GNP at Constant Market Prices (Seasonally Adjusted)","2002Q4","State","Euro Million","37210"
"GNP at Constant Market Prices (Seasonally Adjusted)","2003Q1","State","Euro Million","37420"
"GNP at Constant Market Prices (Seasonally Adjusted)","2003Q2","State","Euro Million","38146"
"GNP at Constant Market Prices (Seasonally Adjusted)","2003Q3","State","Euro Million","38393"
"GNP at Constant Market Prices (Seasonally Adjusted)","2003Q4","State","Euro Million","40317"
"GNP at Constant Market Prices (Seasonally Adjusted)","2004Q1","State","Euro Million","40139"
"GNP at Constant Market Prices (Seasonally Adjusted)","2004Q2","State","Euro Million","41454"
"GNP at Constant Market Prices (Seasonally Adjusted)","2004Q3","State","Euro Million","40811"
"GNP at Constant Market Prices (Seasonally Adjusted)","2004Q4","State","Euro Million","42109"
"GNP at Constant Market Prices (Seasonally Adjusted)","2005Q1","State","Euro Million","42597"
"GNP at Constant Market Prices (Seasonally Adjusted)","2005Q2","State","Euro Million","43033"
"GNP at Constant Market Prices (Seasonally Adjusted)","2005Q3","State","Euro Million","43455"
"GNP at Constant Market Prices (Seasonally Adjusted)","2005Q4","State","Euro Million","45015"
"GNP at Constant Market Prices (Seasonally Adjusted)","2006Q1","State","Euro Million","45421"
"GNP at Constant Market Prices (Seasonally Adjusted)","2006Q2","State","Euro Million","46320"
"GNP at Constant Market Prices (Seasonally Adjusted)","2006Q3","State","Euro Million","45232"
"GNP at Constant Market Prices (Seasonally Adjusted)","2006Q4","State","Euro Million","47301"
"GNP at Constant Market Prices (Seasonally Adjusted)","2007Q1","State","Euro Million","48015"
"GNP at Constant Market Prices (Seasonally Adjusted)","2007Q2","State","Euro Million","47506"
"GNP at Constant Market Prices (Seasonally Adjusted)","2007Q3","State","Euro Million","47244"
"GNP at Constant Market Prices (Seasonally Adjusted)","2007Q4","State","Euro Million","48197"
"GNP at Constant Market Prices (Seasonally Adjusted)","2008Q1","State","Euro Million","48002"
"GNP at Constant Market Prices (Seasonally Adjusted)","2008Q2","State","Euro Million","46707"
"GNP at Constant Market Prices (Seasonally Adjusted)","2008Q3","State","Euro Million","45451"
"GNP at Constant Market Prices (Seasonally Adjusted)","2008Q4","State","Euro Million","43665"
"GNP at Constant Market Prices (Seasonally Adjusted)","2009Q1","State","Euro Million","42974"
"GNP at Constant Market Prices (Seasonally Adjusted)","2009Q2","State","Euro Million","42391"
"GNP at Constant Market Prices (Seasonally Adjusted)","2009Q3","State","Euro Million","41829"
"GNP at Constant Market Prices (Seasonally Adjusted)","2009Q4","State","Euro Million","40828"
"GNP at Constant Market Prices (Seasonally Adjusted)","2010Q1","State","Euro Million","42308"
"GNP at Constant Market Prices (Seasonally Adjusted)","2010Q2","State","Euro Million","42531"
"GNP at Constant Market Prices (Seasonally Adjusted)","2010Q3","State","Euro Million","43576"
"GNP at Constant Market Prices (Seasonally Adjusted)","2010Q4","State","Euro Million","44168"
"GNP at Constant Market Prices (Seasonally Adjusted)","2011Q1","State","Euro Million","42333"
"GNP at Constant Market Prices (Seasonally Adjusted)","2011Q2","State","Euro Million","42903"
"GNP at Constant Market Prices (Seasonally Adjusted)","2011Q3","State","Euro Million","42322"
"GNP at Constant Market Prices (Seasonally Adjusted)","2011Q4","State","Euro Million","41303"
"GNP at Constant Market Prices (Seasonally Adjusted)","2012Q1","State","Euro Million","41305"
"GNP at Constant Market Prices (Seasonally Adjusted)","2012Q2","State","Euro Million","43536"
"GNP at Constant Market Prices (Seasonally Adjusted)","2012Q3","State","Euro Million","41999"
"GNP at Constant Market Prices (Seasonally Adjusted)","2012Q4","State","Euro Million","41459"
"GNP at Constant Market Prices (Seasonally Adjusted)","2013Q1","State","Euro Million","43322"
"GNP at Constant Market Prices (Seasonally Adjusted)","2013Q2","State","Euro Million","43843"
"GNP at Constant Market Prices (Seasonally Adjusted)","2013Q3","State","Euro Million","45628"
"GNP at Constant Market Prices (Seasonally Adjusted)","2013Q4","State","Euro Million","45212"
"GNP at Constant Market Prices (Seasonally Adjusted)","2014Q1","State","Euro Million","47072"
"GNP at Constant Market Prices (Seasonally Adjusted)","2014Q2","State","Euro Million","48787"
"GNP at Constant Market Prices (Seasonally Adjusted)","2014Q3","State","Euro Million","48544"
"GNP at Constant Market Prices (Seasonally Adjusted)","2014Q4","State","Euro Million","48824"
"GNP at Constant Market Prices (Seasonally Adjusted)","2015Q1","State","Euro Million","53509"
"GNP at Constant Market Prices (Seasonally Adjusted)","2015Q2","State","Euro Million","56999"
"GNP at Constant Market Prices (Seasonally Adjusted)","2015Q3","State","Euro Million","51122"
"GNP at Constant Market Prices (Seasonally Adjusted)","2015Q4","State","Euro Million","53088"
"GNP at Constant Market Prices (Seasonally Adjusted)","2016Q1","State","Euro Million","57245"
"GNP at Constant Market Prices (Seasonally Adjusted)","2016Q2","State","Euro Million","58100"
"GNP at Constant Market Prices (Seasonally Adjusted)","2016Q3","State","Euro Million","53865"
"GNP at Constant Market Prices (Seasonally Adjusted)","2016Q4","State","Euro Million","61785"
"GNP at Constant Market Prices (Seasonally Adjusted)","2017Q1","State","Euro Million","59726"
"GNP at Constant Market Prices (Seasonally Adjusted)","2017Q2","State","Euro Million","59437"
"GNP at Constant Market Prices (Seasonally Adjusted)","2017Q3","State","Euro Million","64175"
"GNP at Constant Market Prices (Seasonally Adjusted)","2017Q4","State","Euro Million","64350"
"GNP at Constant Market Prices (Seasonally Adjusted)","2018Q1","State","Euro Million","65252"
"GNP at Constant Market Prices (Seasonally Adjusted)","2018Q2","State","Euro Million","67565"
"GNP at Constant Market Prices (Seasonally Adjusted)","2018Q3","State","Euro Million","66321"
"GNP at Constant Market Prices (Seasonally Adjusted)","2018Q4","State","Euro Million","63804"
"GNP at Constant Market Prices (Seasonally Adjusted)","2019Q1","State","Euro Million","68873"
"GNP at Constant Market Prices (Seasonally Adjusted)","2019Q2","State","Euro Million","68303"
"GNP at Constant Market Prices (Seasonally Adjusted)","2019Q3","State","Euro Million","69045"
"GNP at Constant Market Prices (Seasonally Adjusted)","2019Q4","State","Euro Million","70946"
"GNP at Constant Market Prices (Seasonally Adjusted)","2020Q1","State","Euro Million","74072"
"GNP at Constant Market Prices (Seasonally Adjusted)","2020Q2","State","Euro Million","67855"
"GNP at Constant Market Prices (Seasonally Adjusted)","2020Q3","State","Euro Million","69324"
"GNP at Constant Market Prices (Seasonally Adjusted)","2020Q4","State","Euro Million","73203"
"GNP at Constant Market Prices (Seasonally Adjusted)","2021Q1","State","Euro Million","77463"
"GNP at Constant Market Prices (Seasonally Adjusted)","2021Q2","State","Euro Million","79481"
"GNP at Constant Market Prices (Seasonally Adjusted)","2021Q3","State","Euro Million","81491"
"GNP at Constant Market Prices (Seasonally Adjusted)","2021Q4","State","Euro Million","84264"
"GNP at Constant Market Prices (Seasonally Adjusted)","2022Q1","State","Euro Million","82416"
"GNP at Constant Market Prices (Seasonally Adjusted)","2022Q2","State","Euro Million","85104"
"GNP at Constant Market Prices (Seasonally Adjusted)","2022Q3","State","Euro Million","79863"
"GNP at Constant Market Prices (Seasonally Adjusted)","2022Q4","State","Euro Million","88386"
"GNP at Constant Market Prices (Seasonally Adjusted)","2023Q1","State","Euro Million","80946"
"GNP at Constant Market Prices (Seasonally Adjusted)","2023Q2","State","Euro Million","89922"
"GVA at Current Basic Prices (Seasonally Adjusted)","1995Q1","State","Euro Million","11826"
"GVA at Current Basic Prices (Seasonally Adjusted)","1995Q2","State","Euro Million","12160"
"GVA at Current Basic Prices (Seasonally Adjusted)","1995Q3","State","Euro Million","12488"
"GVA at Current Basic Prices (Seasonally Adjusted)","1995Q4","State","Euro Million","12552"
"GVA at Current Basic Prices (Seasonally Adjusted)","1996Q1","State","Euro Million","13100"
"GVA at Current Basic Prices (Seasonally Adjusted)","1996Q2","State","Euro Million","13345"
"GVA at Current Basic Prices (Seasonally Adjusted)","1996Q3","State","Euro Million","13584"
"GVA at Current Basic Prices (Seasonally Adjusted)","1996Q4","State","Euro Million","13909"
"GVA at Current Basic Prices (Seasonally Adjusted)","1997Q1","State","Euro Million","14404"
"GVA at Current Basic Prices (Seasonally Adjusted)","1997Q2","State","Euro Million","15222"
"GVA at Current Basic Prices (Seasonally Adjusted)","1997Q3","State","Euro Million","15906"
"GVA at Current Basic Prices (Seasonally Adjusted)","1997Q4","State","Euro Million","16600"
"GVA at Current Basic Prices (Seasonally Adjusted)","1998Q1","State","Euro Million","17084"
"GVA at Current Basic Prices (Seasonally Adjusted)","1998Q2","State","Euro Million","17653"
"GVA at Current Basic Prices (Seasonally Adjusted)","1998Q3","State","Euro Million","18763"
"GVA at Current Basic Prices (Seasonally Adjusted)","1998Q4","State","Euro Million","18618"
"GVA at Current Basic Prices (Seasonally Adjusted)","1999Q1","State","Euro Million","19537"
"GVA at Current Basic Prices (Seasonally Adjusted)","1999Q2","State","Euro Million","19598"
"GVA at Current Basic Prices (Seasonally Adjusted)","1999Q3","State","Euro Million","21466"
"GVA at Current Basic Prices (Seasonally Adjusted)","1999Q4","State","Euro Million","22125"
"GVA at Current Basic Prices (Seasonally Adjusted)","2000Q1","State","Euro Million","22757"
"GVA at Current Basic Prices (Seasonally Adjusted)","2000Q2","State","Euro Million","23591"
"GVA at Current Basic Prices (Seasonally Adjusted)","2000Q3","State","Euro Million","24397"
"GVA at Current Basic Prices (Seasonally Adjusted)","2000Q4","State","Euro Million","25616"
"GVA at Current Basic Prices (Seasonally Adjusted)","2001Q1","State","Euro Million","27059"
"GVA at Current Basic Prices (Seasonally Adjusted)","2001Q2","State","Euro Million","27069"
"GVA at Current Basic Prices (Seasonally Adjusted)","2001Q3","State","Euro Million","27815"
"GVA at Current Basic Prices (Seasonally Adjusted)","2001Q4","State","Euro Million","27695"
"GVA at Current Basic Prices (Seasonally Adjusted)","2002Q1","State","Euro Million","29672"
"GVA at Current Basic Prices (Seasonally Adjusted)","2002Q2","State","Euro Million","30010"
"GVA at Current Basic Prices (Seasonally Adjusted)","2002Q3","State","Euro Million","31381"
