"Statistic Label","Quarter","State","UNIT","VALUE"
"GVA at Current Basic Prices","2003Q2","State","Euro Million","33161"
"GVA at Current Basic Prices","2003Q3","State","Euro Million","31444"
"GVA at Current Basic Prices","2003Q4","State","Euro Million","35215"
"GVA at Current Basic Prices","2004Q1","State","Euro Million","33679"
"GVA at Current Basic Prices","2004Q2","State","Euro Million","35921"
"GVA at Current Basic Prices","2004Q3","State","Euro Million","33622"
"GVA at Current Basic Prices","2004Q4","State","Euro Million","36571"
"GVA at Current Basic Prices","2005Q1","State","Euro Million","36027"
"GVA at Current Basic Prices","2005Q2","State","Euro Million","38681"
"GVA at Current Basic Prices","2005Q3","State","Euro Million","36411"
"GVA at Current Basic Prices","2005Q4","State","Euro Million","39904"
"GVA at Current Basic Prices","2006Q1","State","Euro Million","39236"
"GVA at Current Basic Prices","2006Q2","State","Euro Million","41361"
"GVA at Current Basic Prices","2006Q3","State","Euro Million","39915"
"GVA at Current Basic Prices","2006Q4","State","Euro Million","42043"
"GVA at Current Basic Prices","2007Q1","State","Euro Million","43022"
"GVA at Current Basic Prices","2007Q2","State","Euro Million","44467"
"GVA at Current Basic Prices","2007Q3","State","Euro Million","41942"
"GVA at Current Basic Prices","2007Q4","State","Euro Million","44772"
"GVA at Current Basic Prices","2008Q1","State","Euro Million","42381"
"GVA at Current Basic Prices","2008Q2","State","Euro Million","43082"
"GVA at Current Basic Prices","2008Q3","State","Euro Million","41380"
"GVA at Current Basic Prices","2008Q4","State","Euro Million","41107"
"GVA at Current Basic Prices","2009Q1","State","Euro Million","39246"
"GVA at Current Basic Prices","2009Q2","State","Euro Million","39919"
"GVA at Current Basic Prices","2009Q3","State","Euro Million","37638"
"GVA at Current Basic Prices","2009Q4","State","Euro Million","37467"
"GVA at Current Basic Prices","2010Q1","State","Euro Million","37622"
"GVA at Current Basic Prices","2010Q2","State","Euro Million","38555"
"GVA at Current Basic Prices","2010Q3","State","Euro Million","37776"
"GVA at Current Basic Prices","2010Q4","State","Euro Million","38240"
"GVA at Current Basic Prices","2011Q1","State","Euro Million","38201"
"GVA at Current Basic Prices","2011Q2","State","Euro Million","40424"
"GVA at Current Basic Prices","2011Q3","State","Euro Million","39129"
"GVA at Current Basic Prices","2011Q4","State","Euro Million","39213"
"GVA at Current Basic Prices","2012Q1","State","Euro Million","38989"
"GVA at Current Basic Prices","2012Q2","State","Euro Million","41209"
"GVA at Current Basic Prices","2012Q3","State","Euro Million","39756"
"GVA at Current Basic Prices","2012Q4","State","Euro Million","40051"
"GVA at Current Basic Prices","2013Q1","State","Euro Million","38631"
"GVA at Current Basic Prices","2013Q2","State","Euro Million","41212"
"GVA at Current Basic Prices","2013Q3","State","Euro Million","41762"
"GVA at Current Basic Prices","2013Q4","State","Euro Million","41764"
"GVA at Current Basic Prices","2014Q1","State","Euro Million","42081"
"GVA at Current Basic Prices","2014Q2","State","Euro Million","44665"
"GVA at Current Basic Prices","2014Q3","State","Euro Million","45192"
"GVA at Current Basic Prices","2014Q4","State","Euro Million","45986"
"GVA at Current Basic Prices","2015Q1","State","Euro Million","58691"
"GVA at Current Basic Prices","2015Q2","State","Euro Million","59212"
"GVA at Current Basic Prices","2015Q3","State","Euro Million","61940"
"GVA at Current Basic Prices","2015Q4","State","Euro Million","64905"
"GVA at Current Basic Prices","2016Q1","State","Euro Million","58774"
"GVA at Current Basic Prices","2016Q2","State","Euro Million","59084"
"GVA at Current Basic Prices","2016Q3","State","Euro Million","62329"
"GVA at Current Basic Prices","2016Q4","State","Euro Million","69589"
"GVA at Current Basic Prices","2017Q1","State","Euro Million","64451"
"GVA at Current Basic Prices","2017Q2","State","Euro Million","66262"
"GVA at Current Basic Prices","2017Q3","State","Euro Million","71033"
"GVA at Current Basic Prices","2017Q4","State","Euro Million","76014"
"GVA at Current Basic Prices","2018Q1","State","Euro Million","73713"
"GVA at Current Basic Prices","2018Q2","State","Euro Million","74496"
"GVA at Current Basic Prices","2018Q3","State","Euro Million","77553"
"GVA at Current Basic Prices","2018Q4","State","Euro Million","80252"
"GVA at Current Basic Prices","2019Q1","State","Euro Million","79168"
"GVA at Current Basic Prices","2019Q2","State","Euro Million","80216"
"GVA at Current Basic Prices","2019Q3","State","Euro Million","85265"
"GVA at Current Basic Prices","2019Q4","State","Euro Million","88512"
"GVA at Current Basic Prices","2020Q1","State","Euro Million","89361"
"GVA at Current Basic Prices","2020Q2","State","Euro Million","81368"
"GVA at Current Basic Prices","2020Q3","State","Euro Million","93845"
"GVA at Current Basic Prices","2020Q4","State","Euro Million","90904"
"GVA at Current Basic Prices","2021Q1","State","Euro Million","97007"
"GVA at Current Basic Prices","2021Q2","State","Euro Million","98174"
"GVA at Current Basic Prices","2021Q3","State","Euro Million","107602"
"GVA at Current Basic Prices","2021Q4","State","Euro Million","106603"
"GVA at Current Basic Prices","2022Q1","State","Euro Million","111325"
"GVA at Current Basic Prices","2022Q2","State","Euro Million","116927"
"GVA at Current Basic Prices","2022Q3","State","Euro Million","125781"
"GVA at Current Basic Prices","2022Q4","State","Euro Million","125551"
"GVA at Current Basic Prices","2023Q1","State","Euro Million","118121"
"GVA at Current Basic Prices","2023Q2","State","Euro Million","120215"
"Taxes on Products at Current Prices","1995Q1","State","Euro Million","1624"
"Taxes on Products at Current Prices","1995Q2","State","Euro Million","1740"
"Taxes on Products at Current Prices","1995Q3","State","Euro Million","1796"
"Taxes on Products at Current Prices","1995Q4","State","Euro Million","1868"
"Taxes on Products at Current Prices","1996Q1","State","Euro Million","1793"
"Taxes on Products at Current Prices","1996Q2","State","Euro Million","1921"
"Taxes on Products at Current Prices","1996Q3","State","Euro Million","1983"
"Taxes on Products at Current Prices","1996Q4","State","Euro Million","2062"
"Taxes on Products at Current Prices","1997Q1","State","Euro Million","2042"
"Taxes on Products at Current Prices","1997Q2","State","Euro Million","2188"
"Taxes on Products at Current Prices","1997Q3","State","Euro Million","2258"
"Taxes on Products at Current Prices","1997Q4","State","Euro Million","2349"
"Taxes on Products at Current Prices","1998Q1","State","Euro Million","2328"
"Taxes on Products at Current Prices","1998Q2","State","Euro Million","2495"
"Taxes on Products at Current Prices","1998Q3","State","Euro Million","2575"
"Taxes on Products at Current Prices","1998Q4","State","Euro Million","2678"
"Taxes on Products at Current Prices","1999Q1","State","Euro Million","2666"
"Taxes on Products at Current Prices","1999Q2","State","Euro Million","2856"
"Taxes on Products at Current Prices","1999Q3","State","Euro Million","2948"
"Taxes on Products at Current Prices","1999Q4","State","Euro Million","3066"
"Taxes on Products at Current Prices","2000Q1","State","Euro Million","3519"
"Taxes on Products at Current Prices","2000Q2","State","Euro Million","3020"
"Taxes on Products at Current Prices","2000Q3","State","Euro Million","3708"
"Taxes on Products at Current Prices","2000Q4","State","Euro Million","3169"
"Taxes on Products at Current Prices","2001Q1","State","Euro Million","3620"
"Taxes on Products at Current Prices","2001Q2","State","Euro Million","2938"
"Taxes on Products at Current Prices","2001Q3","State","Euro Million","3707"
"Taxes on Products at Current Prices","2001Q4","State","Euro Million","3417"
"Taxes on Products at Current Prices","2002Q1","State","Euro Million","3859"
"Taxes on Products at Current Prices","2002Q2","State","Euro Million","3193"
"Taxes on Products at Current Prices","2002Q3","State","Euro Million","4182"
"Taxes on Products at Current Prices","2002Q4","State","Euro Million","3836"
"Taxes on Products at Current Prices","2003Q1","State","Euro Million","4244"
"Taxes on Products at Current Prices","2003Q2","State","Euro Million","3365"
"Taxes on Products at Current Prices","2003Q3","State","Euro Million","4611"
"Taxes on Products at Current Prices","2003Q4","State","Euro Million","4202"
"Taxes on Products at Current Prices","2004Q1","State","Euro Million","4787"
"Taxes on Products at Current Prices","2004Q2","State","Euro Million","3889"
"Taxes on Products at Current Prices","2004Q3","State","Euro Million","5120"
"Taxes on Products at Current Prices","2004Q4","State","Euro Million","4580"
"Taxes on Products at Current Prices","2005Q1","State","Euro Million","5353"
"Taxes on Products at Current Prices","2005Q2","State","Euro Million","4369"
"Taxes on Products at Current Prices","2005Q3","State","Euro Million","5986"
"Taxes on Products at Current Prices","2005Q4","State","Euro Million","4940"
"Taxes on Products at Current Prices","2006Q1","State","Euro Million","6245"
"Taxes on Products at Current Prices","2006Q2","State","Euro Million","4845"
"Taxes on Products at Current Prices","2006Q3","State","Euro Million","6735"
"Taxes on Products at Current Prices","2006Q4","State","Euro Million","5604"
"Taxes on Products at Current Prices","2007Q1","State","Euro Million","6862"
"Taxes on Products at Current Prices","2007Q2","State","Euro Million","5260"
"Taxes on Products at Current Prices","2007Q3","State","Euro Million","6551"
"Taxes on Products at Current Prices","2007Q4","State","Euro Million","5382"
"Taxes on Products at Current Prices","2008Q1","State","Euro Million","6138"
"Taxes on Products at Current Prices","2008Q2","State","Euro Million","4410"
"Taxes on Products at Current Prices","2008Q3","State","Euro Million","5865"
"Taxes on Products at Current Prices","2008Q4","State","Euro Million","4197"
"Taxes on Products at Current Prices","2009Q1","State","Euro Million","4399"
"Taxes on Products at Current Prices","2009Q2","State","Euro Million","3451"
"Taxes on Products at Current Prices","2009Q3","State","Euro Million","4858"
"Taxes on Products at Current Prices","2009Q4","State","Euro Million","3792"
"Taxes on Products at Current Prices","2010Q1","State","Euro Million","4273"
"Taxes on Products at Current Prices","2010Q2","State","Euro Million","3327"
"Taxes on Products at Current Prices","2010Q3","State","Euro Million","4925"
"Taxes on Products at Current Prices","2010Q4","State","Euro Million","3784"
"Taxes on Products at Current Prices","2011Q1","State","Euro Million","4357"
"Taxes on Products at Current Prices","2011Q2","State","Euro Million","3188"
"Taxes on Products at Current Prices","2011Q3","State","Euro Million","4603"
"Taxes on Products at Current Prices","2011Q4","State","Euro Million","3797"
"Taxes on Products at Current Prices","2012Q1","State","Euro Million","4384"
"Taxes on Products at Current Prices","2012Q2","State","Euro Million","3278"
"Taxes on Products at Current Prices","2012Q3","State","Euro Million","4937"
"Taxes on Products at Current Prices","2012Q4","State","Euro Million","3743"
"Taxes on Products at Current Prices","2013Q1","State","Euro Million","4598"
"Taxes on Products at Current Prices","2013Q2","State","Euro Million","3393"
"Taxes on Products at Current Prices","2013Q3","State","Euro Million","5076"
"Taxes on Products at Current Prices","2013Q4","State","Euro Million","3928"
"Taxes on Products at Current Prices","2014Q1","State","Euro Million","4757"
"Taxes on Products at Current Prices","2014Q2","State","Euro Million","3946"
"Taxes on Products at Current Prices","2014Q3","State","Euro Million","5160"
"Taxes on Products at Current Prices","2014Q4","State","Euro Million","4665"
"Taxes on Products at Current Prices","2015Q1","State","Euro Million","5097"
"Taxes on Products at Current Prices","2015Q2","State","Euro Million","4216"
"Taxes on Products at Current Prices","2015Q3","State","Euro Million","5671"
"Taxes on Products at Current Prices","2015Q4","State","Euro Million","4668"
"Taxes on Products at Current Prices","2016Q1","State","Euro Million","5641"
"Taxes on Products at Current Prices","2016Q2","State","Euro Million","4546"
"Taxes on Products at Current Prices","2016Q3","State","Euro Million","5818"
"Taxes on Products at Current Prices","2016Q4","State","Euro Million","4881"
"Taxes on Products at Current Prices","2017Q1","State","Euro Million","5916"
"Taxes on Products at Current Prices","2017Q2","State","Euro Million","4277"
"Taxes on Products at Current Prices","2017Q3","State","Euro Million","6203"
"Taxes on Products at Current Prices","2017Q4","State","Euro Million","5331"
"Taxes on Products at Current Prices","2018Q1","State","Euro Million","5904"
"Taxes on Products at Current Prices","2018Q2","State","Euro Million","4497"
"Taxes on Products at Current Prices","2018Q3","State","Euro Million","6679"
"Taxes on Products at Current Prices","2018Q4","State","Euro Million","5369"
"Taxes on Products at Current Prices","2019Q1","State","Euro Million","6427"
"Taxes on Products at Current Prices","2019Q2","State","Euro Million","4977"
"Taxes on Products at Current Prices","2019Q3","State","Euro Million","7014"
"Taxes on Products at Current Prices","2019Q4","State","Euro Million","5828"
"Taxes on Products at Current Prices","2020Q1","State","Euro Million","4897"
"Taxes on Products at Current Prices","2020Q2","State","Euro Million","4112"
"Taxes on Products at Current Prices","2020Q3","State","Euro Million","6633"
"Taxes on Products at Current Prices","2020Q4","State","Euro Million","5492"
"Taxes on Products at Current Prices","2021Q1","State","Euro Million","6314"
"Taxes on Products at Current Prices","2021Q2","State","Euro Million","5356"
"Taxes on Products at Current Prices","2021Q3","State","Euro Million","7872"
"Taxes on Products at Current Prices","2021Q4","State","Euro Million","6803"
"Taxes on Products at Current Prices","2022Q1","State","Euro Million","7736"
"Taxes on Products at Current Prices","2022Q2","State","Euro Million","5538"
"Taxes on Products at Current Prices","2022Q3","State","Euro Million","8703"
"Taxes on Products at Current Prices","2022Q4","State","Euro Million","6510"
"Taxes on Products at Current Prices","2023Q1","State","Euro Million","7983"
"Taxes on Products at Current Prices","2023Q2","State","Euro Million","5819"
"Subsidies on Products at Current Prices","1995Q1","State","Euro Million","-248"
"Subsidies on Products at Current Prices","1995Q2","State","Euro Million","-275"
"Subsidies on Products at Current Prices","1995Q3","State","Euro Million","-429"
"Subsidies on Products at Current Prices","1995Q4","State","Euro Million","-460"
"Subsidies on Products at Current Prices","1996Q1","State","Euro Million","-284"
"Subsidies on Products at Current Prices","1996Q2","State","Euro Million","-313"
"Subsidies on Products at Current Prices","1996Q3","State","Euro Million","-492"
"Subsidies on Products at Current Prices","1996Q4","State","Euro Million","-521"
"Subsidies on Products at Current Prices","1997Q1","State","Euro Million","-322"
"Subsidies on Products at Current Prices","1997Q2","State","Euro Million","-407"
"Subsidies on Products at Current Prices","1997Q3","State","Euro Million","-360"
"Subsidies on Products at Current Prices","1997Q4","State","Euro Million","-555"
"Subsidies on Products at Current Prices","1998Q1","State","Euro Million","-309"
"Subsidies on Products at Current Prices","1998Q2","State","Euro Million","-427"
"Subsidies on Products at Current Prices","1998Q3","State","Euro Million","-318"
"Subsidies on Products at Current Prices","1998Q4","State","Euro Million","-616"
"Subsidies on Products at Current Prices","1999Q1","State","Euro Million","-297"
"Subsidies on Products at Current Prices","1999Q2","State","Euro Million","-376"
"Subsidies on Products at Current Prices","1999Q3","State","Euro Million","-344"
"Subsidies on Products at Current Prices","1999Q4","State","Euro Million","-551"
"Subsidies on Products at Current Prices","2000Q1","State","Euro Million","-388"
"Subsidies on Products at Current Prices","2000Q2","State","Euro Million","-385"
"Subsidies on Products at Current Prices","2000Q3","State","Euro Million","-271"
"Subsidies on Products at Current Prices","2000Q4","State","Euro Million","-599"
"Subsidies on Products at Current Prices","2001Q1","State","Euro Million","-268"
"Subsidies on Products at Current Prices","2001Q2","State","Euro Million","-258"
"Subsidies on Products at Current Prices","2001Q3","State","Euro Million","-347"
"Subsidies on Products at Current Prices","2001Q4","State","Euro Million","-555"
"Subsidies on Products at Current Prices","2002Q1","State","Euro Million","-321"
"Subsidies on Products at Current Prices","2002Q2","State","Euro Million","-431"
"Subsidies on Products at Current Prices","2002Q3","State","Euro Million","-408"
"Subsidies on Products at Current Prices","2002Q4","State","Euro Million","-734"
"Subsidies on Products at Current Prices","2003Q1","State","Euro Million","-347"
"Subsidies on Products at Current Prices","2003Q2","State","Euro Million","-431"
"Subsidies on Products at Current Prices","2003Q3","State","Euro Million","-437"
"Subsidies on Products at Current Prices","2003Q4","State","Euro Million","-676"
"Subsidies on Products at Current Prices","2004Q1","State","Euro Million","-435"
"Subsidies on Products at Current Prices","2004Q2","State","Euro Million","-467"
"Subsidies on Products at Current Prices","2004Q3","State","Euro Million","-388"
"Subsidies on Products at Current Prices","2004Q4","State","Euro Million","-617"
"Subsidies on Products at Current Prices","2005Q1","State","Euro Million","-253"
"Subsidies on Products at Current Prices","2005Q2","State","Euro Million","-301"
"Subsidies on Products at Current Prices","2005Q3","State","Euro Million","-282"
"Subsidies on Products at Current Prices","2005Q4","State","Euro Million","-529"
"Subsidies on Products at Current Prices","2006Q1","State","Euro Million","-221"
"Subsidies on Products at Current Prices","2006Q2","State","Euro Million","-250"
"Subsidies on Products at Current Prices","2006Q3","State","Euro Million","-326"
"Subsidies on Products at Current Prices","2006Q4","State","Euro Million","-269"
"Subsidies on Products at Current Prices","2007Q1","State","Euro Million","-269"
"Subsidies on Products at Current Prices","2007Q2","State","Euro Million","-299"
"Subsidies on Products at Current Prices","2007Q3","State","Euro Million","-381"
"Subsidies on Products at Current Prices","2007Q4","State","Euro Million","-240"
"Subsidies on Products at Current Prices","2008Q1","State","Euro Million","-337"
"Subsidies on Products at Current Prices","2008Q2","State","Euro Million","-316"
"Subsidies on Products at Current Prices","2008Q3","State","Euro Million","-372"
"Subsidies on Products at Current Prices","2008Q4","State","Euro Million","-252"
"Subsidies on Products at Current Prices","2009Q1","State","Euro Million","-278"
"Subsidies on Products at Current Prices","2009Q2","State","Euro Million","-300"
"Subsidies on Products at Current Prices","2009Q3","State","Euro Million","-329"
"Subsidies on Products at Current Prices","2009Q4","State","Euro Million","-342"
"Subsidies on Products at Current Prices","2010Q1","State","Euro Million","-271"
"Subsidies on Products at Current Prices","2010Q2","State","Euro Million","-221"
"Subsidies on Products at Current Prices","2010Q3","State","Euro Million","-287"
"Subsidies on Products at Current Prices","2010Q4","State","Euro Million","-331"
"Subsidies on Products at Current Prices","2011Q1","State","Euro Million","-242"
"Subsidies on Products at Current Prices","2011Q2","State","Euro Million","-246"
"Subsidies on Products at Current Prices","2011Q3","State","Euro Million","-277"
"Subsidies on Products at Current Prices","2011Q4","State","Euro Million","-323"
"Subsidies on Products at Current Prices","2012Q1","State","Euro Million","-235"
"Subsidies on Products at Current Prices","2012Q2","State","Euro Million","-256"
"Subsidies on Products at Current Prices","2012Q3","State","Euro Million","-279"
"Subsidies on Products at Current Prices","2012Q4","State","Euro Million","-357"
"Subsidies on Products at Current Prices","2013Q1","State","Euro Million","-244"
"Subsidies on Products at Current Prices","2013Q2","State","Euro Million","-265"
"Subsidies on Products at Current Prices","2013Q3","State","Euro Million","-288"
"Subsidies on Products at Current Prices","2013Q4","State","Euro Million","-282"
"Subsidies on Products at Current Prices","2014Q1","State","Euro Million","-214"
"Subsidies on Products at Current Prices","2014Q2","State","Euro Million","-233"
"Subsidies on Products at Current Prices","2014Q3","State","Euro Million","-252"
"Subsidies on Products at Current Prices","2014Q4","State","Euro Million","-283"
"Subsidies on Products at Current Prices","2015Q1","State","Euro Million","-193"
"Subsidies on Products at Current Prices","2015Q2","State","Euro Million","-210"
"Subsidies on Products at Current Prices","2015Q3","State","Euro Million","-234"
"Subsidies on Products at Current Prices","2015Q4","State","Euro Million","-256"
"Subsidies on Products at Current Prices","2016Q1","State","Euro Million","-203"
"Subsidies on Products at Current Prices","2016Q2","State","Euro Million","-221"
"Subsidies on Products at Current Prices","2016Q3","State","Euro Million","-241"
"Subsidies on Products at Current Prices","2016Q4","State","Euro Million","-272"
"Subsidies on Products at Current Prices","2017Q1","State","Euro Million","-208"
"Subsidies on Products at Current Prices","2017Q2","State","Euro Million","-225"
"Subsidies on Products at Current Prices","2017Q3","State","Euro Million","-247"
"Subsidies on Products at Current Prices","2017Q4","State","Euro Million","-278"
"Subsidies on Products at Current Prices","2018Q1","State","Euro Million","-222"
"Subsidies on Products at Current Prices","2018Q2","State","Euro Million","-241"
"Subsidies on Products at Current Prices","2018Q3","State","Euro Million","-263"
"Subsidies on Products at Current Prices","2018Q4","State","Euro Million","-296"
"Subsidies on Products at Current Prices","2019Q1","State","Euro Million","-228"
"Subsidies on Products at Current Prices","2019Q2","State","Euro Million","-247"
"Subsidies on Products at Current Prices","2019Q3","State","Euro Million","-270"
"Subsidies on Products at Current Prices","2019Q4","State","Euro Million","-304"
"Subsidies on Products at Current Prices","2020Q1","State","Euro Million","-320"
"Subsidies on Products at Current Prices","2020Q2","State","Euro Million","-350"
"Subsidies on Products at Current Prices","2020Q3","State","Euro Million","-338"
"Subsidies on Products at Current Prices","2020Q4","State","Euro Million","-353"
"Subsidies on Products at Current Prices","2021Q1","State","Euro Million","-372"
"Subsidies on Products at Current Prices","2021Q2","State","Euro Million","-392"
"Subsidies on Products at Current Prices","2021Q3","State","Euro Million","-425"
"Subsidies on Products at Current Prices","2021Q4","State","Euro Million","-472"
"Subsidies on Products at Current Prices","2022Q1","State","Euro Million","-407"
"Subsidies on Products at Current Prices","2022Q2","State","Euro Million","-426"
"Subsidies on Products at Current Prices","2022Q3","State","Euro Million","-461"
"Subsidies on Products at Current Prices","2022Q4","State","Euro Million","-496"
"Subsidies on Products at Current Prices","2023Q1","State","Euro Million","-396"
"Subsidies on Products at Current Prices","2023Q2","State","Euro Million","-455"
"GDP at Current Market Prices","1995Q1","State","Euro Million","13152"
"GDP at Current Market Prices","1995Q2","State","Euro Million","13940"
"GDP at Current Market Prices","1995Q3","State","Euro Million","13604"
"GDP at Current Market Prices","1995Q4","State","Euro Million","14063"
"GDP at Current Market Prices","1996Q1","State","Euro Million","14611"
"GDP at Current Market Prices","1996Q2","State","Euro Million","15268"
"GDP at Current Market Prices","1996Q3","State","Euro Million","14752"
"GDP at Current Market Prices","1996Q4","State","Euro Million","15516"
"GDP at Current Market Prices","1997Q1","State","Euro Million","16112"
"GDP at Current Market Prices","1997Q2","State","Euro Million","17360"
"GDP at Current Market Prices","1997Q3","State","Euro Million","17388"
"GDP at Current Market Prices","1997Q4","State","Euro Million","18540"
"GDP at Current Market Prices","1998Q1","State","Euro Million","19132"
"GDP at Current Market Prices","1998Q2","State","Euro Million","20071"
"GDP at Current Market Prices","1998Q3","State","Euro Million","20569"
"GDP at Current Market Prices","1998Q4","State","Euro Million","20659"
"GDP at Current Market Prices","1999Q1","State","Euro Million","21878"
"GDP at Current Market Prices","1999Q2","State","Euro Million","22497"
"GDP at Current Market Prices","1999Q3","State","Euro Million","23635"
"GDP at Current Market Prices","1999Q4","State","Euro Million","24781"
"GDP at Current Market Prices","2000Q1","State","Euro Million","25587"
"GDP at Current Market Prices","2000Q2","State","Euro Million","26774"
"GDP at Current Market Prices","2000Q3","State","Euro Million","27420"
"GDP at Current Market Prices","2000Q4","State","Euro Million","28715"
"GDP at Current Market Prices","2001Q1","State","Euro Million","29812"
"GDP at Current Market Prices","2001Q2","State","Euro Million","30488"
"GDP at Current Market Prices","2001Q3","State","Euro Million","30321"
"GDP at Current Market Prices","2001Q4","State","Euro Million","31468"
"GDP at Current Market Prices","2002Q1","State","Euro Million","32779"
"GDP at Current Market Prices","2002Q2","State","Euro Million","33712"
"GDP at Current Market Prices","2002Q3","State","Euro Million","34136"
"GDP at Current Market Prices","2002Q4","State","Euro Million","35371"
"GDP at Current Market Prices","2003Q1","State","Euro Million","35123"
"GDP at Current Market Prices","2003Q2","State","Euro Million","36095"
"GDP at Current Market Prices","2003Q3","State","Euro Million","35618"
"GDP at Current Market Prices","2003Q4","State","Euro Million","38741"
"GDP at Current Market Prices","2004Q1","State","Euro Million","38030"
"GDP at Current Market Prices","2004Q2","State","Euro Million","39343"
"GDP at Current Market Prices","2004Q3","State","Euro Million","38353"
"GDP at Current Market Prices","2004Q4","State","Euro Million","40533"
"GDP at Current Market Prices","2005Q1","State","Euro Million","41127"
"GDP at Current Market Prices","2005Q2","State","Euro Million","42749"
"GDP at Current Market Prices","2005Q3","State","Euro Million","42115"
"GDP at Current Market Prices","2005Q4","State","Euro Million","44315"
"GDP at Current Market Prices","2006Q1","State","Euro Million","45259"
"GDP at Current Market Prices","2006Q2","State","Euro Million","45955"
"GDP at Current Market Prices","2006Q3","State","Euro Million","46324"
"GDP at Current Market Prices","2006Q4","State","Euro Million","47378"
"GDP at Current Market Prices","2007Q1","State","Euro Million","49615"
"GDP at Current Market Prices","2007Q2","State","Euro Million","49428"
"GDP at Current Market Prices","2007Q3","State","Euro Million","48113"
"GDP at Current Market Prices","2007Q4","State","Euro Million","49914"
"GDP at Current Market Prices","2008Q1","State","Euro Million","48182"
"GDP at Current Market Prices","2008Q2","State","Euro Million","47175"
"GDP at Current Market Prices","2008Q3","State","Euro Million","46873"
"GDP at Current Market Prices","2008Q4","State","Euro Million","45053"
"GDP at Current Market Prices","2009Q1","State","Euro Million","43367"
"GDP at Current Market Prices","2009Q2","State","Euro Million","43070"
"GDP at Current Market Prices","2009Q3","State","Euro Million","42167"
"GDP at Current Market Prices","2009Q4","State","Euro Million","40916"
"GDP at Current Market Prices","2010Q1","State","Euro Million","41623"
"GDP at Current Market Prices","2010Q2","State","Euro Million","41662"
"GDP at Current Market Prices","2010Q3","State","Euro Million","42414"
"GDP at Current Market Prices","2010Q4","State","Euro Million","41693"
"GDP at Current Market Prices","2011Q1","State","Euro Million","42316"
"GDP at Current Market Prices","2011Q2","State","Euro Million","43365"
"GDP at Current Market Prices","2011Q3","State","Euro Million","43456"
"GDP at Current Market Prices","2011Q4","State","Euro Million","42687"
"GDP at Current Market Prices","2012Q1","State","Euro Million","43137"
"GDP at Current Market Prices","2012Q2","State","Euro Million","44231"
"GDP at Current Market Prices","2012Q3","State","Euro Million","44414"
"GDP at Current Market Prices","2012Q4","State","Euro Million","43437"
"GDP at Current Market Prices","2013Q1","State","Euro Million","42986"
"GDP at Current Market Prices","2013Q2","State","Euro Million","44340"
"GDP at Current Market Prices","2013Q3","State","Euro Million","46549"
"GDP at Current Market Prices","2013Q4","State","Euro Million","45410"
"GDP at Current Market Prices","2014Q1","State","Euro Million","46625"
"GDP at Current Market Prices","2014Q2","State","Euro Million","48378"
"GDP at Current Market Prices","2014Q3","State","Euro Million","50100"
"GDP at Current Market Prices","2014Q4","State","Euro Million","50368"
"GDP at Current Market Prices","2015Q1","State","Euro Million","63595"
"GDP at Current Market Prices","2015Q2","State","Euro Million","63219"
"GDP at Current Market Prices","2015Q3","State","Euro Million","67377"
"GDP at Current Market Prices","2015Q4","State","Euro Million","69316"
"GDP at Current Market Prices","2016Q1","State","Euro Million","64212"
"GDP at Current Market Prices","2016Q2","State","Euro Million","63409"
"GDP at Current Market Prices","2016Q3","State","Euro Million","67906"
"GDP at Current Market Prices","2016Q4","State","Euro Million","74198"
"GDP at Current Market Prices","2017Q1","State","Euro Million","70158"
"GDP at Current Market Prices","2017Q2","State","Euro Million","70314"
"GDP at Current Market Prices","2017Q3","State","Euro Million","76990"
"GDP at Current Market Prices","2017Q4","State","Euro Million","81067"
"GDP at Current Market Prices","2018Q1","State","Euro Million","79395"
"GDP at Current Market Prices","2018Q2","State","Euro Million","78752"
"GDP at Current Market Prices","2018Q3","State","Euro Million","83969"
"GDP at Current Market Prices","2018Q4","State","Euro Million","85325"
"GDP at Current Market Prices","2019Q1","State","Euro Million","85367"
"GDP at Current Market Prices","2019Q2","State","Euro Million","84945"
"GDP at Current Market Prices","2019Q3","State","Euro Million","92009"
"GDP at Current Market Prices","2019Q4","State","Euro Million","94036"
"GDP at Current Market Prices","2020Q1","State","Euro Million","93938"
"GDP at Current Market Prices","2020Q2","State","Euro Million","85130"
"GDP at Current Market Prices","2020Q3","State","Euro Million","100140"
"GDP at Current Market Prices","2020Q4","State","Euro Million","96042"
"GDP at Current Market Prices","2021Q1","State","Euro Million","102949"
"GDP at Current Market Prices","2021Q2","State","Euro Million","103138"
"GDP at Current Market Prices","2021Q3","State","Euro Million","115049"
"GDP at Current Market Prices","2021Q4","State","Euro Million","112934"
"GDP at Current Market Prices","2022Q1","State","Euro Million","118655"
"GDP at Current Market Prices","2022Q2","State","Euro Million","122039"
"GDP at Current Market Prices","2022Q3","State","Euro Million","134023"
"GDP at Current Market Prices","2022Q4","State","Euro Million","131565"
"GDP at Current Market Prices","2023Q1","State","Euro Million","125708"
"GDP at Current Market Prices","2023Q2","State","Euro Million","125579"
"Net Factor Income from Rest of World at Current Prices","1995Q1","State","Euro Million","-1620"
"Net Factor Income from Rest of World at Current Prices","1995Q2","State","Euro Million","-1431"
"Net Factor Income from Rest of World at Current Prices","1995Q3","State","Euro Million","-1399"
"Net Factor Income from Rest of World at Current Prices","1995Q4","State","Euro Million","-1498"
"Net Factor Income from Rest of World at Current Prices","1996Q1","State","Euro Million","-1780"
